Type;Description;Is GHG Target?;Year;Base Year Period;Is Single Year Target?;Source;Geography;Geography ISO;Sector;Scopes;Events
fixed_level_target;At least 100,000 hectares of native species vegetation are recovered through restoration and reforestation by 2013 against a 2009 baseline;No;2013;2009;No;law;Ecuador;ECU;LULUCF;Afforestation;
base_year_target;10% less GHG emissions from agricultural lands which use fertilisers, as a result of alternative, less polluting fertilisers by 2013 against a 2009 baseline;No;2013;2009;No;law;Ecuador;ECU;Agriculture;General;
;35% of households will live in housing that is inadequate for resist climate change impacts or is in disaster risk areas by 2013 against a 2009 baseline;No;2013;2009;No;law;Ecuador;ECU;Disaster Risk Management (Drm);Disaster Preparedness;
base_year_target;40% less cases of malaria derived in large part from climate changes consequences  by 2013 against a 2009 baseline;No;2013;2009;No;law;Ecuador;ECU;Health;Adaptation;
baseline_scenario_target;20.4-25% (unconditional) to 37.5-45.8% (conditional) reduction in emissions in the energy sector by 2025 compared to the BAU scenario, equivalent to 40% reduction (conditional) in emissions per capita by 2025 compared to the BAU levels.;No;2025;business as usual scenario;No;ndc;Ecuador;ECU;Economy-wide;Economy Wide;
;Strengthen adaptive capacity in at least 50% of the most vulnerable cantons of the national territory, establish EWS and risk management at all the levels of the government and reach a zero rate of deforestation.;No;;;No;ndc;Ecuador;ECU;;Capacity Building And Knowledge Transfer;
;To restore 500,000 additional hectares until 2017 and increase total by 100,000 hectares per year until 2025;No;2025;;No;ndc;Ecuador;ECU;LULUCF;Sustainable Forest Management;
;500,000 ha restoration by 2017;;;;;;;;;;
;4.3 million induction stoves;No;;;No;ndc;Ecuador;ECU;Energy;Clean Cooking And Heating: Efficient Cookstoves;
;90% of clean energy from hydro power in total electricity production in 2017;;;;;;;;;;
;-37.5-45.8% emission below BAU by 2025 in the energy sector (translates to -40% emissions per capita compared to BAU by 2025);No;2025;;No;ndc;Ecuador;ECU;Energy;Energy: General;
fixed_level_target;Generate 20% of the country's electricity from renewable sources by 2020;No;2020;2014;No;law;Egypt;EGY;Energy;Renewable Energy;
base_year_target;Achieving a cumulative energy savings of 5% between 2012 and 2015 (compared to the average of the previous five years of consumption) by 2012-2015 compared with a 2007-2012 scenario;No;2015;2007-2012;No;law;Egypt;EGY;Energy;Energy Efficiency;
base_year_target;Distribute about 12 million energy-saving bulbs on participants through electricity distribution companies  by 2015 against a 2012 baseline;No;2015;2012;No;law;Egypt;EGY;Buildings;Energy Efficiency;
not_applicable;Not Applicable;No;0;N/A;No;ndc;Egypt;EGY;Economy-wide;Economy Wide;
not_applicable;Not Applicable;No;0;N/A;No;ndc;El Salvador;SLV;Economy-wide;Economy Wide;
;20% reduction of non-revenue water losses;;;;;;;;;;
;Increase coverage in 25% of the territory, agroforestry and reforestation in critical, such as riparian forests, aquifer recharge areas and areas prone to sliding areas;No;;;No;ndc;El Salvador;SLV;Agriculture;Agroforestry;
;Increase renewable energy by 2025 no less than 12% relative to the total electricity generated in 2014;No;2025;;No;ndc;El Salvador;SLV;Energy;Renewable Energy;
base_year_target;20% reduction in emissions by 2030 compared to 2010 levels, in order to acheive a 50% reduction by 2050;No;2030;2010;No;ndc;Equatorial Guinea;GNQ;Economy-wide;Economy Wide;
baseline_scenario_target;23.1% (unconditional) to 36.4% (conditional) reduction by 2020, 30.2% (unconditional) to 61.1% (conditional) reduction by 2025, and 39.2% (unconditional) to 80.6% (conditional) by 2030 in CO2 emissions from fossil fuels compared to the reference year. This translates to reaching 1.3 MtCO2 (unconditional) to 1.1 MtCO2 (conditional) reduction in 2020, 1.6 MtCO2 (unconditional) to 0.9 MtCO2 (conditional) reduction in 2025, and 1.9 MtCO2 (unconditional) to 0.6 MtCO2 (conditional) in 2030 from fossil fuel CO2;No;2030;N/A;No;ndc;Eritrea;ERI;Economy-wide;Economy Wide;
;Prevalence of climate change related to public health problems and diseases will be prevented and reduced by 90%;No;;;No;ndc;Eritrea;ERI;Health;Disease Surveillance And Control;
;Sustainable Land Management practice will be implemented in 15% of Eritrean total land covered | Development and establishment of new enclosure areas over 750,000 ha;No;;;No;ndc;Eritrea;ERI;LULUCF;Sustainable Land Management;
;Afforestation program will cover over 36,000 ha;No;;;No;ndc;Eritrea;ERI;LULUCF;Afforestation;
;Wastewater treatment plant established to treat 3 million m3 of water/year;No;;;No;ndc;Eritrea;ERI;Water;Wastewater Treatment;
;Safe drinking water supply will increase from 75% to 100%|Desalination of sea water for domestic and economic sectors in 15 coastal towns and villages and 7 islands;No;;;No;ndc;Eritrea;ERI;Water;Water Quality;
;Construction of 90 new dams and 120 pounds;No;;;No;ndc;Eritrea;ERI;Water;Water Infrastructure;
;Rehabilitations degraded land program for agriculture over 250,000 ha;No;;;No;ndc;Eritrea;ERI;Agriculture;Land And Soil Management;
;Livestock production increased by 75%;No;;;No;ndc;Eritrea;ERI;Agriculture;Livestock;
;Development and promotion of irrigation scheme by 170, 000 ha;No;;;No;ndc;Eritrea;ERI;Agriculture;Irrigation;
;Crop production of pulses will cover 25% of total cultivable land by 2030;No;2030;;No;ndc;Eritrea;ERI;Agriculture;Crops;
;Promotion of Conservation Agriculture/Climate Smart Agriculture in 5% of the cultivable land;No;;;No;ndc;Eritrea;ERI;Agriculture;Climate Smart Agriculture;
;-50%  transmission and distribution losses;No;;;No;ndc;Eritrea;ERI;Energy;Supply-Side Efficiency: Grid/Energy Loss Reduction;
;70% renewables in the total electricity generation mix;No;;;No;ndc;Eritrea;ERI;Energy;Renewable Energy;
;400 km rail transportation;No;;;No;ndc;Eritrea;ERI;Transportation;Rail;
fixed_level_target;Reduce GHG emissions from transport below 2,157,000 tons CO2e base level and fossil fuels in transport below 387.7 kg per inhabitant;No;0;N/A;No;law;Estonia;EST;Transportation;General;
trajectory_target;25% renewables of final energy consumption by 2020, then 50% by 2030;No;2030;2020, 2030;No;law;Estonia;EST;Energy;Renewable Energy;
base_year_target;Less than 90% oil and at least 8% renewable of electricity produced by 2015;No;2015;2015;No;law;Estonia;EST;Energy;Renewable Energy;
base_year_target;Maintain energy consumption per GDP at 20.0TJ per PPP by 2010 against a 2003 baseline;No;2010;2003;No;law;Estonia;EST;Energy;Energy Efficiency;
base_year_target;80% GHG emission reduction by 2050 compared with a 1990 baseline;No;2050;1990;No;law;Estonia;EST;Economy-wide;Economy Wide;
base_year_target;70% cut in GHG emissions, then 72%, then 80% by 2030, 2040, 2050  against a 2013 baseline;No;2050;1990;No;law;Estonia;EST;Economy-wide;Economy Wide;
base_year_target;No more than 11% emission increase by 2020 compared with a 2005 baseline;No;2020;2005;No;law;Estonia;EST;Economy-wide;Economy Wide;
base_year_target;The European Union and its 28 Member States submitted a joint NDC: at least 40% domestic reduction in GHG emissions by 2030 compared to 1990;No;2030;1990;No;ndc;Estonia;EST;Economy-wide;Economy Wide;
fixed_level_target;Increase generating capacity by 25,000MW by 2030 � hydro 22,000MW, geothermal 1,000MW and wind 2,000MW by 2030;No;2030;2010;No;law;Ethiopia;ETH;Energy;Renewable Energy;
fixed_level_target;Produce 3,600,000 solar lanterns, 400,000 household solar PVs, 3600 institutional solar PVs, 500 solar thermals and 3,600 solar cookers by 2020 against a 2015 baseline;No;2020;2015;No;law;Ethiopia;ETH;Buildings;Renewable Energy;
fixed_level_target;Increase the power generating capacity of the country from 4,180MW in 2014/15 to 17,208MW by 2019/20;;;;;;;;;;
fixed_level_target;Support to 100,000 households to ensure benefits from green technologies by 2020;No;2020;2015;No;law;Ethiopia;ETH;Urban;Adaptation;
fixed_level_target;Climate Resilient Green Economy awareness of 20 million citizens by 2020;No;2020;2015;No;law;Ethiopia;ETH;Social development;Adaptation;
fixed_level_target;31.58 million MTCO2e to be offset by rehabilitating and developing areas through integrated watershed management and ensuring sustainable agriculture on 2.94 million hectares of land  by 2020 against a 2015 baseline;No;2020;2015;No;law;Ethiopia;ETH;Water;General;
trajectory_target;To develop wildlife areas, reducing GHG emission & increasing CO2 sink, it is planned to reduce illegal action on protected areas by 80% during the plan period. The current level of 114 ton CO2 emission will be reduced by 50% annually. Coverage of necessary infrastructure facilities in national parks & protected wildlife zones will reach 70% by the end of the plan period. Moreover, rehabilitating protected wildlife areas & developing CO2 sinks will increase by 30% from existing 121.86 billion ton.  by 2020 against a 2015 baseline;No;2020;2015;No;law;Ethiopia;ETH;LULUCF;Preservation;
base_year_target;Forest coverage 15.5% to 20% by 2020 against a 2015 baseline;No;2020;2015;No;law;Ethiopia;ETH;LULUCF;Afforestation;
base_year_target;Rehabilitating protected wildlife areas & developing CO2 sinks will increase by 30% from existing 121.86 billion ton  by 2020 against a 2015 baseline;No;2020;2015;No;law;Ethiopia;ETH;LULUCF;Afforestation;
base_year_target;Reduce illegal action on protected areas by 80%, leading to 50% reduction in annual level of related CO2 emissions by 2020 against a 2015 baseline;No;2020;2015;No;law;Ethiopia;ETH;LULUCF;Preservation;
base_year_target;49.8 � 65.9 tons of carbon gas and 60 tons of carbon gas per hectare are planned to be reduced from planting Jatrofa and consuming ethanol by 2020 against a 2015 baseline;No;2020;2015;No;law;Ethiopia;ETH;LULUCF;Afforestation;
fixed_level_target;Increase forest coverage from 15.5% to 20%, thus reducing GHG emissions by 147 Mln/Metric tons by 2020 against a 2015 baseline;No;2020;2015;No;law;Ethiopia;ETH;LULUCF;Afforestation;
base_year_target;Distribute 9m stoves by 2015 and 34m by 2030 by 2015, 2030 against a 2010 baseline;No;2030;2010;No;law;Ethiopia;ETH;Buildings;Energy Efficiency;
fixed_level_target;Distribute 11.45 million improved biogas stoves, 31,400 improved biogas technology, 20,000 household biofuel stoves and biofuel blending technologies by 2020;No;2020;2015;No;law;Ethiopia;ETH;Energy;Biofuels;
fixed_level_target;Limit 2030 emissions to 150 Mt CO2e (level of 2010 emissions), approximately 250 Mt CO2e less than in the business as usual scenario by 2030;No;2030;2010;No;law;Ethiopia;ETH;Economy-wide;Economy Wide;
base_year_target;Reduced GHG emission of 147 million Metric tons by 2020 compared with a 2015 baseline;No;2020;2015;No;law;Ethiopia;ETH;Economy-wide;Economy Wide;
fixed_level_target;Limit the net greenhouse gas (GHG) emissions in 2030 to 145 Mt CO2e or lower;No;2030;N/A;No;ndc;Ethiopia;ETH;Economy-wide;Economy Wide;
;-50 MtCO2e per year by 2030;No;2030;;No;ndc;Ethiopia;ETH;Energy;Clean Cooking And Heating: Efficient Cookstoves;
;Reduction of5 MtCO2e by 2030;No;2030;;No;ndc;Ethiopia;ETH;Buildings;Buildings;
;-20 MtCO2e by 2030;No;2030;;No;ndc;Ethiopia;ETH;Industry;Industries: General;
;-10 MtCO2e by 2030;No;2030;;No;ndc;Ethiopia;ETH;Transportation;Transport: General;
;Over 7 million ha afforestation and reforestation;No;;;No;ndc;Ethiopia;ETH;LULUCF;Reforestation;
;Over 7 million ha afforestation and reforestation;No;;;No;ndc;Ethiopia;ETH;LULUCF;Afforestation;
;-130 MtCO2e by 2030;No;2030;;No;ndc;Ethiopia;ETH;LULUCF;LULUCF/Forestry: General;
;-90 MtCO2e by 2030;No;2030;;No;ndc;Ethiopia;ETH;Agriculture;Agriculture: General;
;-19 MtCO2e by 2030 due to export of electric power;No;2030;;No;ndc;Ethiopia;ETH;Energy;Energy: General;
base_year_target;;No;;;No;law;European Union;EUR;Economy-wide;;
fixed_level_target;Biofuel GHG emissions must be >35% lower than the fossil fuel they are replacing by 2017, 2018 against a 2015 baseline;No;2018;2015;No;law;European Union;EUR;Transportation;Biofuels;
fixed_level_target;Manufacturer's average emissions to be reduced yearly  by 2014-2020 against a 2011 baseline;No;2020;2011;No;law;European Union;EUR;Transportation;General;
trajectory_target;Increasing aircraft fuel efficiency, thus reducing CO2���emissions by 20 to 30���% compared to �state-of-the-art�_ aircraft entering into service as from 2014 by 2020;No;2020;2014;No;law;European Union;EUR;Transportation;General;
fixed_level_target;Reduce CO2 emissions by 50% and NOx by 80% by 2020 against a 2007 baseline;No;2020;2007;No;law;European Union;EUR;Transportation;General;
intensity_target;Reducing the GHG intensity of fuels used in vehicles for transportation by 10% by 2020 against a 2009 baseline;No;2020;2009;No;law;European Union;EUR;Transportation;General;
fixed_level_target;Average emissions of 95 g CO2/km as average emissions for the new car fleet, in accordance with Article 13(5) by 2020;No;2020;2009;No;law;European Union;EUR;Transportation;General;
fixed_level_target;At least 10% share of renewables in final energy consumption in the transportation sector by 2020;No;2020;2009;No;law;European Union;EUR;Transportation;Renewable Energy;
fixed_level_target;Average emissions of 147 gCO2/km for the average emissions of new light commercial vehicles registered in the Union subject to confirmation of its feasibility, as specified in Article 13(1) by 2020;No;2020;2011;No;law;European Union;EUR;Transportation;General;
fixed_level_target;20% of EU energy consumption to come from renewable resources by 2020;No;2020;2009;No;law;European Union;EUR;Energy;Renewable Energy;
fixed_level_target;An EU target of at least 27% is set for the share of renewable energy consumed in the EU by 2030;No;2030;2014;No;law;European Union;EUR;Energy;Renewable Energy;
base_year_target;An indicative target at the EU level of at least 27% is set for improving energy efficiency in 2030 compared to projections of future energy consumption based on the current criteria by 2030 against a 2014 baseline;No;2030;2014;No;law;European Union;EUR;Energy;Energy Efficiency;
fixed_level_target;The specific emissions of CO2 of each light commercial vehicle which is designed to be capable of running on a mixture of petrol with 85% bioethanol (�E85�_), and which complies with relevant Union legislation or European technical standards, shall be reduced by 5% by 2015;No;2015;2011;No;law;European Union;EUR;Transportation;Renewable Energy;
base_year_target;On 30 November 2016 the Commission proposed an���update to the Energy Efficiency Directive, including a new 30% energy efficiency target for 2030 by 2030 against a 1990 baseline;No;2030;1990;No;law;European Union;EUR;Energy;Energy Efficiency;
base_year_target;Every year, governments in EU countries must carry out energy efficient renovations on at least 3% (by floor area) of the buildings they own and occupy by 2020 against a 2009 baseline;No;2020;2009;No;law;European Union;EUR;Buildings;Energy Efficiency;
